id,city_id,location_id,camera_id,time,lat,lon,lane,speed
be38039c-87b3-02a9-f7f1-6ef3096031cc,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,32
2752673d-5cd4-bb4e-2b56-5ee53e3008d4,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,3
60d90f16-f10b-1dbb-ecf7-d910b008fe44,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,5
ff0dbcc0-a966-ad85-edd2-2b5adf962ce8,2,317,3022,12/10/2022 17:59,43.246817,76.877159,2,17
de7549f8-f6a6-545b-5148-2047201557d4,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,1
3115b3b6-c03d-3dc4-1721-44a1a27246d0,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,40
b8acfae7-8ab4-6829-e804-9c45e196036a,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,4
bb32efba-fb45-e291-f981-96f27a6b95ef,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,0
a5002d83-1871-1217-2fe3-7062c85d4e74,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,26
7bca93fb-fb91-46f8-5a53-809feec70cec,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,23
2f51e30e-68b0-8f6f-f048-1ff06701a4d9,2,780,4571,12/10/2022 17:59,43.199581,76.894464,2,11
ffbf1166-4e47-9931-7722-32a3cb23c000,2,337,1724,12/10/2022 17:59,43.24417,76.915991,3,19
0df7f404-33fe-1c47-95e2-14be3505f14b,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,17
b4bce62a-1316-b158-a756-d9900a52d463,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,12
e5ecd4f2-6c31-a305-7d53-ed1016253a90,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,16
20661bdf-088b-5186-248c-f8dce9556cbc,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,25
948c6749-962a-ddef-e497-9e2b6a01625c,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,35
4c9a1713-f1f5-1573-4cd6-9468243fb1e0,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,2
dc6b9b46-7187-6d7a-51ee-8c87412c6274,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,9
62064d1d-1692-b846-db5f-45d4c1d96cc7,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,3
68aff020-7009-5c7b-2104-9e10fd586f36,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,22
14827f32-e5ea-7464-2623-ccfbfff6d205,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,27
092fc400-c155-39b9-4caa-2c0ac202d204,2,741,4553,12/10/2022 17:59,43.237604,76.934758,2,38
712556c8-5de9-2527-9f4d-174173f1743e,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,25
0d78ee9f-f17c-5153-450f-1d4e7df28753,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,20
1cc6dfa9-c403-0ad8-ba10-b5a8e11b9407,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,7
f8160396-bb16-d64a-6fba-3f4cf8beda70,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,15
0ae45a34-a8b8-1316-d478-54ff60f53e7b,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,5
07ab6af4-ad87-d298-c27d-19595dcb94e0,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,0
66c2d6d5-9729-e12e-accb-c2eb46eb88a5,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,14
bc602594-731b-b144-568a-f1d263c3dbf6,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,10
2a8e6982-cf04-d035-4aad-978dd46a1660,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,0
a8d88cbd-f40d-4329-4f70-93f3d6f87f5b,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,18
4e8559a8-7ee1-4ed5-36d3-d4bdaa4bc568,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,24
b8df2f08-9321-cc91-c3fc-36c957624fbb,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,15
14601f4a-2b3a-3bd9-0e3a-03cc1daa4d25,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,10
3a100b81-7274-f2ea-bd84-c90709cab1b4,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,19
d8418377-1b11-482d-f51d-0a9c9411632a,2,780,4571,12/10/2022 17:59,43.199581,76.894464,2,15
f46963ae-422b-a6bd-9a4d-c00f5f5136a8,2,337,1724,12/10/2022 17:59,43.24417,76.915991,3,9
6b6bfaf6-e7c8-9d12-2770-c9b5fd81b532,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,30
4611c57a-c72c-ed1e-46fc-54e4c59c4551,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,19
d6efb5b1-535a-40f4-edad-49349cb71923,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,29
27983502-4bfa-5f71-0b42-9f01c1386756,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,16
5eedfb2f-db87-2ed1-8673-b80466439587,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,28
17b82770-50ee-3e32-87ec-a01710da8675,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,26
b5bdf4e0-bae8-77fe-ee06-b2817ff0b5e0,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,1
b0dc6ee8-3475-c16d-a4d1-d510ef9f3d79,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,12
450313ee-9fc7-1844-249b-87e8dfe4f718,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,14
8399c351-d6bd-9c38-1046-e735ac2abd33,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,20
53bd84df-1e14-37c8-80e8-1034a5cc7671,2,741,4553,12/10/2022 17:59,43.237604,76.934758,2,3
df4ff027-8503-baab-a40c-17c2ab11a28d,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,32
03884408-373c-b2c2-c727-9b09f5fd1c64,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,5
25ec77ae-88f6-69fe-04b4-0c7b65631d2e,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,2
68c2b881-9cc5-4157-9875-39ddbf8e5cda,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,25
83c180c4-c9be-8243-eaad-51b5700c5b24,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,39
88d76204-42a3-e362-b453-fdc0fc0411f6,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,30
b74b16c6-4b68-924d-52e3-a6684faf0bba,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,21
ff424275-99f1-4420-1cb5-be64322a18da,2,741,4553,12/10/2022 17:59,43.237604,76.934758,2,35
eb85e164-b244-5e13-0fb7-8ffc7db0afa7,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,10
277ab13e-1c8a-995a-576d-af577dbeb55a,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,3
36b436e9-0546-e0c1-4def-215456a1e3ce,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,19
ff46ef07-8c7f-2402-a241-b8222b4544b0,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,33
e3bdda05-cb0f-cfef-9b53-2d8ec3ca9bee,2,781,5779,12/10/2022 17:59,43.214086,76.898003,2,16
787adc9b-91ea-4321-5024-6f4f5aa386b1,2,780,4571,12/10/2022 17:59,43.199581,76.894464,2,9
5a625adf-9cc5-57c4-d54d-0c5f1359f1a2,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,19
95ce9fb5-e235-c6cd-ec7b-0b6dc3c4fe87,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,35
85edbf23-e827-c911-8509-88302489667f,2,317,3022,12/10/2022 17:59,43.246817,76.877159,1,16
111d44e1-75cd-3624-e540-21773e2a4be5,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,19
6ff90f2f-4649-28f9-4ce5-9eb68ed9f0fd,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,31
57dec8ee-ffc7-f0f8-d63b-db4762685880,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,35
4e592773-18cc-e15e-2d6c-db05f3d9d1cc,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,40
af341016-953d-8d5d-2c82-d902929ade4a,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,35
f9403bff-25a3-f145-956a-a937f76f6b6a,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,32
a0aca685-a6a0-ce9d-9b13-799b3718fbcb,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,13
a575dacd-5b84-4f7d-8bba-51fe48a7e725,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,11
c1a3e84f-d2e5-c33a-3ae5-bf659f035f91,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,37
1098c008-cbb9-8225-31d0-506b3aeff63c,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,18
1836d075-058e-9a81-f366-b31ed70bcf35,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,37
9991e2ec-1492-4e53-4d5d-cf8252c9fe15,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,21
207c9455-e9b9-8aab-b51d-c482d6ed0e95,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,39
644a6c17-d9e9-47d5-1967-d46a64905807,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,14
7ccf19d7-3ae0-bb6d-9b73-c4b96ec1e6dc,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,26
7ce59f6f-b178-441e-8328-64a3d492323d,2,781,5779,12/10/2022 17:59,43.214086,76.898003,2,23
c10b1b37-ffbc-0b10-ad7e-5d56208c683f,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,2
1de895d0-c67c-e294-ecdf-4a68d130eddb,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,17
15145697-414a-1976-e18c-42973da3e895,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,18
9599429e-379a-f6c0-d594-a7caf126fb63,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,17
a0959be8-a7a9-9482-c464-4b1f22803eca,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,32
ddf35ae0-ba17-691e-c768-8c1eb4ba709d,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,9
898d39aa-e6c0-3e04-efca-bd5837264e9d,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,15
5290080a-f76a-0228-296a-0762383190f0,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,16
704c3d14-92b4-8775-7720-6961623e4660,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,11
8b6a1be1-9223-d9b3-b16f-064d42b67ee2,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,6
a8184acd-3f4e-d18b-21f8-a94329b844ac,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,5
8c1b919f-0bce-c514-279d-9678a411f158,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,38
6da9e881-5a6e-1e9d-e3de-0829a106720c,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,9
2e6e1b46-9581-744b-dc5b-0fb08d84d44f,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,15
de1533ac-8e41-0aa2-c3ce-572f3e03d175,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,19
fee33a8b-c5c5-0944-cb7f-8cf1a5578862,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,8
c29d4897-329f-482f-76ee-1bc494efa67f,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,32
dd225831-c586-87a3-2c1f-d5e3b4a5c011,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,16
8491a34a-5eea-b2dd-18f5-d53e1e3095e7,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,39
50734607-fbce-3641-ddc9-ef77461d8c3f,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,38
79c7e2a9-1f63-cb52-b227-8a591bc37cbb,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,6
29e14c2a-4a7b-36a4-44d8-9ef348b84c73,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,21
b62a1637-42d4-6d60-d504-98be0ac806c3,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,21
b6818035-a61c-804a-b450-de1ea588619b,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,13
acd8b4d7-cf7c-769a-89c7-271c9a07ba0f,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,5
2e1b6734-4c67-5534-06e5-1c2696105244,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,21
08299104-614b-5b0d-7b2f-fb22373da998,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,24
de676d88-87f5-c406-c50e-50499f37d804,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,30
899df663-136e-a1aa-26b0-870c5bc595a1,2,337,1724,12/10/2022 17:59,43.24417,76.915991,3,31
8ee9565d-5251-6253-0660-cf305d82319a,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,31
879da9e8-e414-6658-6fa1-2c4defe43f4f,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,38
ca9efb51-94dc-f2de-a7c2-cdb98e4d21d3,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,26
5e9ceef4-4820-2d33-288f-8ceebda8be47,2,802,4429,12/10/2022 17:59,43.241658,76.93755,1,14
26025bc1-ec79-8207-27f5-e47d4564db94,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,14
68156fc1-586e-d726-9029-2772243b2ea8,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,9
f3f98b8d-9606-d0dd-cfd9-41ecc723172a,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,22
2723fbd8-185a-5f18-7be2-c41fc6844f0e,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,9
52f82e2b-2626-73af-0da5-d828f5f5f65b,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,1
75fc3d52-0f4a-a7de-093c-8fdf240b8b40,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,35
aa3cd0df-d385-1574-e3c0-0a31906dcbee,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,32
60d7f2cf-ae0e-c64e-7bc3-56b2f1c5b2ee,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,8
9d3bad7e-bce3-84a6-7ed8-a00e337ddaff,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,38
cf68d91f-9a24-6168-8f81-e90a69ccebc5,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,28
a83d4b1c-5563-c7cf-71f3-22c0b181beac,2,337,1724,12/10/2022 17:59,43.24417,76.915991,3,11
ec85390c-7a15-1c95-0eb8-78d5ce1fc904,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,38
861c0c07-8b16-7f25-fb6c-52d2364575e1,2,317,3022,12/10/2022 17:59,43.246817,76.877159,2,19
4ecda7d2-bbda-4a46-76f7-772fb8983671,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,6
42d00d53-a9d2-21e1-205f-39c52ea9eae0,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,22
9f8c963a-306b-6a7f-05c2-815f7406533d,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,36
55b67ae9-2bdf-b4f1-adcc-f420dca5d921,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,31
bc1b2efe-dddf-8c80-334c-75774dbbd101,2,9,450,12/10/2022 17:59,43.212825,76.920813,2,34
486a748e-98ac-34df-8070-0bca905d420b,2,781,5779,12/10/2022 17:59,43.214086,76.898003,2,30
b038ae60-6299-6bb7-cbbf-09c76981e865,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,26
9428c86a-8724-c522-93a9-e691af1e1ad3,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,3
dfdc223a-f014-b16c-571a-d49e299a37e0,2,2,420,12/10/2022 17:59,43.238362,76.889989,2,12
d597e845-5cb5-e9dc-c171-8c7605701f9c,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,39
173d022b-4271-08ef-55b0-44da6ab87352,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,37
3113a6d8-c623-3c3c-7ecd-560085312cf1,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,21
a482412e-2455-32c5-ac50-50b050b3d534,2,802,4429,12/10/2022 17:59,43.241658,76.93755,2,22
2735c5b8-4159-ae60-173e-bd255fa5b5dd,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,33
d6dab9ca-c6b1-b874-f6d1-e74dff37e55b,2,781,5779,12/10/2022 17:59,43.214086,76.898003,2,16
4179813d-c14c-29f2-cc67-c0e3b35d8e50,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,8
206c5900-9f89-dbec-4aff-42224a180ff4,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,1
325a99b1-4a1e-ac65-b104-40c022f5c1a1,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,39
c4663cb2-47d7-6d4b-1a57-763dc4435633,2,741,4553,12/10/2022 17:59,43.237604,76.934758,1,8
90b7fcee-1d57-c1ba-6806-3b068d170de0,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,2
c1cc91a1-f9f1-4995-681d-dd5a38391838,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,40
20ebb010-7b62-c626-be53-0268490f6055,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,0
6288e35c-2c41-6472-32e0-7d15a287a41d,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,13
088fc554-47fd-09be-852f-87e5403c4298,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,12
436850fb-a316-6400-09f8-49b5e9129895,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,26
75e3c2b9-d301-ebb9-602a-02cfdfa687b5,2,337,1724,12/10/2022 17:59,43.24417,76.915991,1,28
fc0534c9-4597-13ef-bba9-53f0324c2338,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,34
40a30e65-58b8-f43e-a8d0-099ad25ddadb,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,34
1fc59dc6-bd84-00b6-66af-24c88a9718d6,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,16
10cbeb32-035c-e900-4cff-662ad5b0c719,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,2
8f0734f5-efe3-4f03-3e53-acfcb66f8216,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,25
5b2d06be-85cf-e530-42e0-28c0b96e9a72,2,781,5779,12/10/2022 17:59,43.214086,76.898003,2,29
d32a55f7-4137-9f4c-c6a6-4d9f148307b9,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,36
7df1f6d1-bfec-7ce7-5a01-888ae0ab2d72,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,27
00378cd9-c65b-e9e7-e45a-3cdb456d2262,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,34
286b2130-c00b-7c5d-9b0c-3519ee801351,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,6
43a452ec-a8c1-d5b9-f0e6-0c7d8a55c795,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,33
019b2d22-2480-f25a-c4cf-a596e66838a4,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,24
c807b3a8-62cb-666b-b7de-b3a6f3e97507,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,6
8bed4f8e-74a7-0340-8dc0-355b92a652c8,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,39
ce921447-7ebe-abfc-e04b-03710a3191c6,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,6
2f29623f-019a-1cef-443d-1f4962b5a12b,2,780,4571,12/10/2022 17:59,43.199581,76.894464,1,37
7d4a9a9d-b49c-d8a5-56e5-d40545f1f953,2,337,1724,12/10/2022 17:59,43.24417,76.915991,3,6
7974b953-c2c7-17da-6567-31eaae80a7cd,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,34
6e5d3127-2c17-7f6c-9894-55a036d9f162,2,334,1695,12/10/2022 17:59,43.235258,76.90451,1,27
cd5e95da-9a63-d552-3125-023fdbfe34e9,2,285,1378,12/10/2022 17:59,43.203173,76.86691,1,6
32fad2a3-9ecd-1573-0dd6-14cd8a18dd3c,2,802,4429,12/10/2022 17:59,43.241658,76.93755,3,38
38be902c-83d4-8629-daf3-dbab4d64bc4f,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,10
aad14c7f-6769-7dd7-e89b-281635333032,2,781,5779,12/10/2022 17:59,43.214086,76.898003,1,8
22ba873c-d491-eb88-cf4d-a25bde6771b8,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,18
308d9a22-9038-0962-0776-339ddbe7de25,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,4
83050023-4689-22a1-2558-94b53ab40e1b,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,16
d111ca49-c15a-9be5-f4da-d4f45962bde9,2,317,3022,12/10/2022 17:59,43.246817,76.877159,3,34
1f343a9b-5eed-b060-b0ac-893777196412,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,32
f9640514-e81d-a2b6-b6e8-5a0b9842b464,2,334,1695,12/10/2022 17:59,43.235258,76.90451,2,2
f5249fdd-a2ac-5e75-91a2-90c4e6790176,2,285,1378,12/10/2022 17:59,43.203173,76.86691,3,23
a7e58135-2404-6c8e-5262-356e11b9e062,2,802,4429,12/10/2022 17:59,43.241658,76.93755,1,10
2e731212-a954-bd3d-fc10-705a99f03702,2,9,450,12/10/2022 17:59,43.212825,76.920813,1,40
7e79a841-f6cc-f0b0-9801-b23652a262bc,2,781,5779,12/10/2022 17:59,43.214086,76.898003,3,14
8caaed54-97ef-fe85-3bce-27e9c3653d30,2,780,4571,12/10/2022 17:59,43.199581,76.894464,3,10
46cb857f-4916-cd9b-81e8-3945a7b2cf3f,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,1
95301656-6f8a-c28e-1dca-2e25d51837c3,2,2,420,12/10/2022 17:59,43.238362,76.889989,3,35
112936eb-73b6-bb70-b3b3-5f2ab3ffe8e2,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,12
8fba36b0-4006-d93d-623d-4fe0cfb04239,2,334,1695,12/10/2022 17:59,43.235258,76.90451,3,8
3ffd4fd4-07c4-b0a4-d0e8-61de2d39b7d3,2,285,1378,12/10/2022 17:59,43.203173,76.86691,2,38
c180bc0f-cb49-68e8-d657-8778a2b7b877,2,802,4429,12/10/2022 17:59,43.241658,76.93755,1,24
52d916fb-8305-d606-ee60-8ae7b41e9194,2,9,450,12/10/2022 17:59,43.212825,76.920813,3,19
078e3164-903f-0bd4-2e32-456e766f99a1,2,780,4571,12/10/2022 17:59,43.199581,76.894464,2,29
4cbdda82-36e4-c533-91f4-1c7940e9e4e2,2,337,1724,12/10/2022 17:59,43.24417,76.915991,2,34
e7a700f6-309f-2536-d386-ac3a2569aa25,2,2,420,12/10/2022 17:59,43.238362,76.889989,1,21
03dd836b-c997-b635-c64c-21f61b0411e1,2,741,4553,12/10/2022 17:59,43.237604,76.934758,3,35
